"date","month","day","quarter","week","am6","am7","am8","am9","am10","am11","pm12","pm1","pm2","pm3","pm4","pm5","pm6","pm7","pm8","pm9","pm10","pm11","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
2019-12-18,"December","Wednesday","Break",0,0,0,0,7,77,77,65,48,59,56,93,85,60,11,0,0,0,0,638,0,0,0,0,0,0
2019-12-19,"December","Thursday","Break",0,0,0,0,2,71,70,59,51,49,64,75,90,52,10,0,0,0,0,593,0,0,0,0,0,0
2019-12-20,"December","Friday","Break",0,0,0,0,4,82,71,62,31,35,54,86,62,33,7,0,0,0,0,527,0,0,0,0,0,0
2019-12-21,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019-12-22,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2019-12-23,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-12-24,"December","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-12-25,"December","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-12-26,"December","Thursday","Break",0,0,0,0,0,46,42,29,28,20,39,48,54,28,6,0,0,0,0,340,0,0,0,1,0,0
2019-12-27,"December","Friday","Break",0,0,0,0,1,54,52,36,38,44,41,37,67,30,2,0,0,0,0,402,0,0,0,0,0,0
2019-12-28,"December","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2019-12-29,"December","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2019-12-30,"December","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-12-31,"December","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-01-01,"January","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020-01-02,"January","Thursday","Break",0,0,0,0,1,74,88,84,55,55,75,89,99,50,5,0,0,0,0,675,0,0,0,1,0,0
2020-01-03,"January","Friday","Break",0,0,0,0,3,95,116,85,54,65,83,115,121,63,12,0,0,0,0,812,0,0,0,0,0,0
2020-01-04,"January","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-01-05,"January","Sunday","Break",0,0,0,0,0,0,0,0,0,8,1,0,0,634,161,119,68,18,4,1013,1,0,0,1,0,0
2020-01-06,"January","Monday","Winter",1,271,207,275,398,391,463,411,436,358,317,456,540,626,433,309,160,64,2,6119,0,0,0,0,0,0
2020-01-07,"January","Tuesday","Winter",1,155,129,351,412,344,483,336,424,310,429,400,517,591,506,243,177,62,3,5874,0,0,0,0,0,0
2020-01-08,"January","Wednesday","Winter",1,254,177,313,373,383,477,394,465,341,339,368,607,608,400,262,152,65,7,5992,0,0,0,0,0,0
2020-01-09,"January","Thursday","Winter",1,196,158,305,380,310,433,264,406,303,387,337,392,385,261,204,127,65,7,4920,0,0,0,0,0,0
2020-01-10,"January","Friday","Winter",1,92,81,153,162,243,339,295,229,310,368,469,372,238,163,93,77,33,13,3732,0,0,0,0,0,0
2020-01-11,"January","Saturday","Winter",1,0,0,0,1,283,253,213,212,243,259,285,205,124,83,68,48,46,1,2324,1,0,0,0,0,0
2020-01-12,"January","Sunday","Winter",1,0,0,0,1,174,121,166,189,190,230,235,321,235,239,162,125,51,10,2449,1,0,0,0,0,0
2020-01-13,"January","Monday","Winter",2,233,192,287,385,333,481,392,443,335,389,469,616,496,406,299,247,94,11,6112,0,0,0,0,0,0
2020-01-14,"January","Tuesday","Winter",2,160,116,329,405,346,453,299,393,286,467,433,582,592,523,377,194,104,9,6068,0,0,0,0,0,0
2020-01-15,"January","Wednesday","Winter",2,167,152,275,366,296,459,360,383,297,317,386,562,503,377,301,213,81,23,5522,0,0,0,0,0,0
2020-01-16,"January","Thursday","Winter",2,190,107,270,332,279,443,258,347,289,392,416,475,478,324,271,178,99,7,5155,0,0,0,0,0,0
2020-01-17,"January","Friday","Winter",2,79,64,136,133,212,269,241,232,262,318,387,312,250,151,97,79,31,7,3261,0,0,0,0,0,0
2020-01-18,"January","Saturday","Winter",2,0,0,0,0,211,183,195,210,233,257,220,192,121,71,69,40,50,5,2057,1,0,0,0,0,0
2020-01-19,"January","Sunday","Winter",2,0,0,0,1,168,117,129,124,120,173,149,164,208,138,84,75,59,9,1718,1,0,0,0,0,0
2020-01-20,"January","Monday","Winter",3,0,0,0,8,225,230,202,187,217,278,347,396,257,123,0,0,0,0,2470,0,0,0,0,0,0
2020-01-21,"January","Tuesday","Winter",3,142,123,318,330,277,449,240,382,278,483,434,577,632,604,349,205,106,15,5944,0,0,0,0,0,0
2020-01-22,"January","Wednesday","Winter",3,185,160,271,364,294,439,339,384,297,346,422,658,598,508,376,259,79,8,5987,0,0,0,0,0,0
2020-01-23,"January","Thursday","Winter",3,171,103,276,340,262,401,258,393,261,395,394,549,559,306,203,174,72,24,5141,0,0,0,0,0,0
2020-01-24,"January","Friday","Winter",3,89,87,156,161,247,286,275,263,363,356,438,343,232,131,72,70,51,8,3629,0,0,0,0,0,0
2020-01-25,"January","Saturday","Winter",3,0,0,0,0,286,181,151,189,217,217,247,195,190,93,106,58,54,7,2191,1,0,0,0,0,0
2020-01-26,"January","Sunday","Winter",3,0,0,0,7,247,157,174,243,197,272,312,474,331,172,125,110,62,13,2896,1,0,0,0,0,0
2020-01-27,"January","Monday","Winter",4,267,160,259,321,316,419,365,374,310,273,386,569,580,458,380,247,95,7,5786,0,0,0,0,0,0
2020-01-28,"January","Tuesday","Winter",4,132,99,262,321,333,432,300,349,277,421,406,535,567,548,383,222,82,17,5688,0,0,0,0,0,0
2020-01-29,"January","Wednesday","Winter",4,250,184,232,334,286,423,312,369,271,278,406,489,577,517,360,210,89,20,5610,0,0,0,0,0,0
2020-01-30,"January","Thursday","Winter",4,172,115,263,332,274,427,265,335,276,366,340,496,451,385,309,196,72,9,5085,0,0,0,0,0,0
2020-01-31,"January","Friday","Winter",4,86,56,138,169,220,276,242,215,274,301,346,301,216,134,134,64,60,13,3245,0,0,0,0,0,0
2020-02-01,"February","Saturday","Winter",4,0,0,0,0,285,213,251,259,248,328,279,279,226,167,98,71,63,15,2782,1,0,0,0,0,0
2020-02-02,"February","Sunday","Winter",4,0,0,0,0,245,160,181,173,115,134,98,167,166,146,108,87,64,9,1853,1,0,0,0,0,0
2020-02-03,"February","Monday","Winter",5,143,98,227,335,301,446,315,370,285,329,370,530,552,504,373,208,106,24,5516,0,0,0,0,0,0
2020-02-04,"February","Tuesday","Winter",5,172,95,293,328,296,421,263,335,279,437,412,463,603,449,365,244,70,16,5541,0,0,0,0,0,0
2020-02-05,"February","Wednesday","Winter",5,222,138,233,296,295,415,291,347,300,281,374,528,563,494,345,196,100,16,5435,0,0,0,0,0,0
2020-02-06,"February","Thursday","Winter",5,184,83,253,332,281,396,277,379,245,376,324,429,532,366,252,178,87,18,4993,0,0,0,0,0,0
2020-02-07,"February","Friday","Winter",5,104,73,146,138,220,285,266,203,249,293,292,214,208,148,110,80,51,21,3102,0,0,0,0,0,0
2020-02-08,"February","Saturday","Winter",5,0,0,0,28,241,185,209,203,190,177,209,183,163,114,94,54,40,18,2108,1,0,0,0,0,0
2020-02-09,"February","Sunday","Winter",5,0,0,0,1,244,171,163,209,169,219,304,328,235,155,147,88,56,12,2501,1,0,0,0,0,0
2020-02-10,"February","Monday","Winter",6,199,153,257,325,305,401,336,369,265,312,411,531,555,442,364,214,90,17,5547,0,0,0,0,0,0
2020-02-11,"February","Tuesday","Winter",6,139,101,276,363,280,440,255,369,294,404,360,471,546,444,349,223,104,26,5445,0,0,0,0,0,0
2020-02-12,"February","Wednesday","Winter",6,234,168,241,312,304,396,339,365,296,310,373,505,577,447,352,217,94,8,5542,0,0,0,0,0,0
2020-02-13,"February","Thursday","Winter",6,162,99,237,311,238,377,245,352,240,336,345,373,458,280,275,176,71,8,4587,0,0,0,0,0,0
2020-02-14,"February","Friday","Winter",6,86,70,121,134,202,259,219,190,240,268,319,249,136,140,79,48,37,9,2807,0,0,0,0,0,0
2020-02-15,"February","Saturday","Winter",6,0,0,0,1,194,193,177,177,207,206,170,175,155,86,102,50,52,10,1955,1,0,0,0,0,0
2020-02-16,"February","Sunday","Winter",6,0,0,0,1,220,153,156,207,200,242,228,298,229,141,159,89,58,4,2385,1,0,0,0,0,0
2020-02-17,"February","Monday","Winter",7,170,132,222,302,277,399,326,337,340,297,359,624,510,341,332,220,106,15,5311,0,0,0,0,0,0
2020-02-18,"February","Tuesday","Winter",7,162,119,244,334,286,451,276,352,260,431,389,484,551,473,300,232,113,11,5473,0,0,0,0,0,0
2020-02-19,"February","Wednesday","Winter",7,173,136,267,353,281,405,286,330,263,245,309,492,561,447,362,201,90,24,5226,0,0,0,0,0,0
2020-02-20,"February","Thursday","Winter",7,142,91,225,302,248,367,252,314,287,323,354,426,460,339,286,159,78,16,4670,0,0,0,0,0,0
2020-02-21,"February","Friday","Winter",7,90,78,119,145,226,267,198,211,262,220,289,242,200,113,88,64,36,5,2853,0,0,0,0,0,0
2020-02-22,"February","Saturday","Winter",7,0,0,0,0,234,128,166,195,165,178,167,164,106,76,48,57,58,10,1752,1,0,0,0,0,0
2020-02-23,"February","Sunday","Winter",7,0,0,0,0,233,152,151,213,181,282,258,355,259,168,136,85,83,12,2568,1,0,0,0,0,0
2020-02-24,"February","Monday","Winter",8,234,120,202,320,304,396,315,349,277,291,343,490,577,427,317,225,94,14,5299,0,0,0,0,0,0
2020-02-25,"February","Tuesday","Winter",8,131,94,251,314,266,396,310,322,249,411,392,464,397,406,182,160,97,18,4860,0,0,0,0,0,0
2020-02-26,"February","Wednesday","Winter",8,191,120,219,305,316,411,319,356,289,270,374,573,575,437,345,222,93,16,5435,0,0,0,0,0,0
2020-02-27,"February","Thursday","Winter",8,147,121,254,312,255,380,275,322,278,318,326,380,393,243,219,149,91,13,4478,0,0,0,0,0,0
2020-02-28,"February","Friday","Winter",8,80,62,138,137,216,258,206,207,230,238,274,232,167,136,91,77,50,9,2809,0,0,0,0,0,0
2020-02-29,"February","Saturday","Winter",8,0,0,0,1,270,152,160,198,199,242,180,171,162,128,85,67,41,6,2062,1,0,0,0,0,0
2020-03-01,"March","Sunday","Winter",8,0,0,0,4,171,166,180,192,246,277,228,268,173,155,120,109,57,8,2354,1,0,0,0,0,0
2020-03-02,"March","Monday","Winter",9,149,123,205,284,302,390,324,338,268,275,324,465,589,463,352,225,106,20,5203,0,0,0,0,0,0
2020-03-03,"March","Tuesday","Winter",9,160,88,233,315,283,396,307,371,254,363,402,403,504,455,300,219,92,8,5156,0,0,0,0,0,0
2020-03-04,"March","Wednesday","Winter",9,127,139,218,302,275,405,303,365,266,270,337,406,560,408,319,240,76,12,5029,0,0,0,0,0,0
2020-03-05,"March","Thursday","Winter",9,198,110,248,322,264,364,255,354,242,338,302,386,412,248,205,201,58,22,4530,0,0,0,0,0,0
2020-03-06,"March","Friday","Winter",9,73,85,141,166,178,269,238,207,317,232,329,271,197,161,82,47,62,9,3064,0,0,0,0,0,0
2020-03-07,"March","Saturday","Winter",9,0,0,0,0,296,243,190,237,218,278,223,161,114,85,60,57,42,8,2212,1,0,0,0,0,0
2020-03-08,"March","Sunday","Winter",9,0,0,0,0,182,125,166,195,169,228,180,145,199,152,143,86,88,6,2064,1,0,0,0,0,0
2020-03-09,"March","Monday","Winter",10,129,107,213,265,262,374,321,358,292,300,332,478,476,368,253,182,81,11,4805,0,0,0,0,0,1
2020-03-10,"March","Tuesday","Winter",10,95,62,218,292,282,330,233,335,237,323,332,424,415,381,250,166,77,19,4472,0,0,0,0,0,1
2020-03-11,"March","Wednesday","Winter",10,172,93,196,290,328,347,318,313,249,251,255,410,337,219,206,150,74,11,4220,0,0,0,0,0,1
2020-03-12,"March","Thursday","Winter",10,105,64,194,258,210,259,216,229,203,252,218,237,227,223,132,54,32,9,3122,0,0,0,0,0,1
2020-03-13,"March","Friday","Winter",10,43,31,68,94,129,176,171,153,169,145,172,193,171,98,67,37,15,9,1941,0,0,0,0,0,1
2020-03-14,"March","Saturday","Winter",10,0,0,0,2,134,112,95,137,139,121,139,164,136,40,0,0,0,0,1219,1,0,0,0,0,1
2020-03-15,"March","Sunday","Winter",10,0,0,0,1,89,83,92,98,123,124,127,114,135,39,0,0,0,0,1025,1,0,0,0,0,1
2020-03-16,"March","Monday","Winter",11,31,17,32,56,60,96,104,80,119,103,146,123,114,37,0,0,0,0,1118,0,0,0,0,1,0
2020-03-17,"March","Tuesday","Winter",11,22,16,24,38,54,51,86,93,91,54,70,94,76,25,0,0,0,0,794,0,0,0,0,1,0
2020-03-18,"March","Wednesday","Winter",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2020-03-19,"March","Thursday","Winter",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-03-20,"March","Friday","Winter",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-03-21,"March","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-03-22,"March","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-03-23,"March","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-24,"March","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-25,"March","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-26,"March","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-27,"March","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-28,"March","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-03-29,"March","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-03-30,"March","Monday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-03-31,"March","Tuesday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-01,"April","Wednesday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-02,"April","Thursday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-03,"April","Friday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-04,"April","Saturday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-05,"April","Sunday","Spring",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-06,"April","Monday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-07,"April","Tuesday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-08,"April","Wednesday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-09,"April","Thursday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-10,"April","Friday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-11,"April","Saturday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-12,"April","Sunday","Spring",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-13,"April","Monday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-14,"April","Tuesday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-15,"April","Wednesday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-16,"April","Thursday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-17,"April","Friday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-18,"April","Saturday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-19,"April","Sunday","Spring",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-20,"April","Monday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-21,"April","Tuesday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-22,"April","Wednesday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-23,"April","Thursday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-24,"April","Friday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-25,"April","Saturday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-26,"April","Sunday","Spring",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-04-27,"April","Monday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-28,"April","Tuesday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-29,"April","Wednesday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-04-30,"April","Thursday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-01,"May","Friday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-02,"May","Saturday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-03,"May","Sunday","Spring",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-04,"May","Monday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-05,"May","Tuesday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-06,"May","Wednesday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-07,"May","Thursday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-08,"May","Friday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-09,"May","Saturday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-10,"May","Sunday","Spring",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-11,"May","Monday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-12,"May","Tuesday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-13,"May","Wednesday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-14,"May","Thursday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-15,"May","Friday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-16,"May","Saturday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-17,"May","Sunday","Spring",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-18,"May","Monday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-19,"May","Tuesday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-20,"May","Wednesday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-21,"May","Thursday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-22,"May","Friday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-23,"May","Saturday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-24,"May","Sunday","Spring",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-25,"May","Monday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-26,"May","Tuesday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-27,"May","Wednesday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-28,"May","Thursday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-29,"May","Friday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-05-30,"May","Saturday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-05-31,"May","Sunday","Spring",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-01,"June","Monday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-06-02,"June","Tuesday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-06-03,"June","Wednesday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-06-04,"June","Thursday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-06-05,"June","Friday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2020-06-06,"June","Saturday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2020-06-07,"June","Sunday","Spring",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2020-06-08,"June","Monday","Spring",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-06-09,"June","Tuesday","Spring",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-06-10,"June","Wednesday","Spring",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-06-11,"June","Thursday","Spring",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-06-12,"June","Friday","Spring",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2020-06-13,"June","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-14,"June","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-15,"June","Monday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-16,"June","Tuesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-17,"June","Wednesday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-18,"June","Thursday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-19,"June","Friday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-20,"June","Saturday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-21,"June","Sunday","Break",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-22,"June","Monday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-23,"June","Tuesday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-24,"June","Wednesday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-25,"June","Thursday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-26,"June","Friday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2020-06-27,"June","Saturday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-28,"June","Sunday","Summer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2020-06-29,"June","Monday","Summer",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
