"","date","nonmembers","alumni","community_members","students","faculty_staff","pe_staff","other","total"
"2667",2022-04-24,6,6,0,1308,0,1,64,1385
"2668",2022-04-25,12,31,0,3765,0,3,200,4011
"2669",2022-04-26,14,26,0,3757,0,2,189,3988
"2670",2022-04-27,16,29,0,3808,0,2,169,4024
"2671",2022-04-28,15,28,0,3370,0,2,144,3559
"2672",2022-04-29,16,25,0,2099,0,2,142,2284
"2673",2022-04-30,12,21,0,1458,0,2,103,1596
"2674",2022-05-01,10,13,0,1234,0,0,72,1329
"2675",2022-05-02,12,35,0,3826,0,5,190,4068
"2676",2022-05-03,9,30,0,3796,0,2,187,4024
"2677",2022-05-04,14,33,0,3321,0,4,170,3542
"2678",2022-05-05,10,25,0,3002,0,3,157,3197
"2679",2022-05-06,14,20,0,2030,0,1,150,2215
"2680",2022-05-07,10,16,0,1236,0,1,82,1345
"2681",2022-05-08,9,13,0,1253,0,0,82,1357
"2682",2022-05-09,10,40,0,3856,0,5,203,4114
"2683",2022-05-10,9,33,0,3949,0,1,203,4195
"2684",2022-05-11,14,32,0,3895,0,3,182,4126
"2685",2022-05-12,11,24,0,3226,0,3,170,3434
"2686",2022-05-13,15,19,0,2168,0,2,143,2347
"2687",2022-05-14,8,13,0,1406,0,0,92,1519
"2688",2022-05-15,5,13,0,1260,0,1,80,1359
"2689",2022-05-16,14,39,0,3871,0,3,183,4110
"2690",2022-05-17,12,30,0,3524,0,2,173,3741
"2691",2022-05-18,18,33,0,3596,0,2,179,3828
"2692",2022-05-19,11,27,0,3091,0,2,160,3291
"2693",2022-05-20,20,22,0,1946,0,3,138,2129
"2694",2022-05-21,11,9,0,1083,0,1,73,1177
"2695",2022-05-22,6,16,0,1165,0,0,74,1261
"2696",2022-05-23,15,29,0,3515,0,3,178,3740
"2697",2022-05-24,4,25,0,3384,0,1,162,3576
"2698",2022-05-25,15,30,0,3056,0,2,165,3268
"2699",2022-05-26,9,23,0,2925,0,2,135,3094
"2700",2022-05-27,12,21,0,1903,0,3,133,2072
"2701",2022-05-28,14,14,0,1278,0,0,60,1366
"2702",2022-05-29,10,11,0,1228,0,1,74,1324
"2703",2022-05-30,0,0,0,0,0,0,0,0
"2704",2022-05-31,14,16,0,2362,0,2,118,2512
"2705",2022-06-01,12,36,0,3118,0,3,162,3331
"2706",2022-06-02,16,22,0,2571,0,4,149,2762
"2707",2022-06-03,20,26,0,1812,0,4,128,1990
"2708",2022-06-04,15,15,0,1178,0,2,77,1287
"2709",2022-06-05,13,15,0,1068,0,0,69,1165
"2710",2022-06-06,16,33,0,1901,0,4,146,2100
"2711",2022-06-07,12,25,0,1692,0,3,152,1884
"2712",2022-06-08,15,33,0,1342,0,4,125,1519
"2713",2022-06-09,12,20,0,1113,0,4,111,1260
"2714",2022-06-10,17,18,0,821,0,3,111,970
"2715",2022-06-11,0,0,0,0,0,0,0,0
"2716",2022-06-12,0,0,0,0,0,0,0,0
"2717",2022-06-13,16,6,0,321,0,1,64,408
"2718",2022-06-14,19,12,0,238,0,2,113,384
"2719",2022-06-15,23,15,0,169,0,2,161,370
"2720",2022-06-16,16,13,0,164,0,1,179,373
"2721",2022-06-17,23,15,0,143,0,2,185,368
"2722",2022-06-18,0,0,0,0,0,0,0,0
"2723",2022-06-19,0,0,0,0,0,0,0,0
"2724",2022-06-20,0,0,0,0,0,0,0,0
"2725",2022-06-21,32,17,0,288,0,9,279,625
"2726",2022-06-22,30,18,0,230,0,6,268,552
"2727",2022-06-23,22,13,0,233,0,4,260,532
"2728",2022-06-24,31,11,0,219,0,4,230,495
"2729",2022-06-25,9,2,0,76,0,1,87,175
"2730",2022-06-26,6,2,0,81,0,1,85,175
"2731",2022-06-27,33,19,0,286,0,8,287,633
"2732",2022-06-28,18,16,0,249,0,9,313,605
"2733",2022-06-29,26,17,0,285,0,3,295,626
"2734",2022-06-30,11,15,0,224,0,5,246,501
"2735",2022-07-01,27,16,0,213,0,5,224,485
"2736",2022-07-02,8,6,0,105,0,0,109,228
"2737",2022-07-03,3,8,0,89,0,2,108,210
"2738",2022-07-04,0,0,0,0,0,0,0,0
"2739",2022-07-05,24,24,0,201,0,5,262,516
"2740",2022-07-06,21,16,0,262,0,5,284,588
"2741",2022-07-07,19,17,0,250,0,2,252,540
"2742",2022-07-08,25,13,0,213,0,9,235,495
"2743",2022-07-09,7,6,0,120,0,1,103,237
"2744",2022-07-10,7,9,0,95,0,2,97,210
"2745",2022-07-11,27,18,0,266,0,7,286,604
"2746",2022-07-12,0,0,0,1,0,1,10,12
"2747",2022-07-13,0,0,0,20,0,1,10,31
"2748",2022-07-14,0,0,0,2,0,0,7,9
"2749",2022-07-15,0,0,0,0,0,0,0,0
"2750",2022-07-16,0,0,0,0,0,0,0,0
"2751",2022-07-17,0,0,0,0,0,0,0,0
"2752",2022-07-18,0,0,0,0,0,0,0,0
"2753",2022-07-19,0,0,0,1,0,0,10,11
"2754",2022-07-20,0,0,0,0,0,0,5,5
"2755",2022-07-21,0,0,0,2,0,1,7,10
"2756",2022-07-22,0,0,0,2,0,0,5,7
"2757",2022-07-23,0,0,0,0,0,0,0,0
"2758",2022-07-24,0,0,0,1,0,0,0,1
"2759",2022-07-25,12,21,0,214,0,5,280,532
"2760",2022-07-26,15,21,0,229,0,5,260,530
"2761",2022-07-27,14,19,0,239,0,3,266,541
"2762",2022-07-28,11,13,0,212,0,4,271,511
"2763",2022-07-29,17,14,0,209,0,3,251,494
"2764",2022-07-30,4,8,0,105,0,1,105,223
"2765",2022-07-31,6,9,0,92,0,1,93,201
"2766",2022-08-01,26,22,0,264,0,5,318,635
"2767",2022-08-02,13,13,0,258,0,2,298,584
"2768",2022-08-03,20,16,0,252,0,2,307,597
"2769",2022-08-04,13,12,0,196,0,1,267,489
"2770",2022-08-05,22,23,0,190,0,2,225,462
"2771",2022-08-06,5,7,0,90,0,0,95,197
"2772",2022-08-07,2,7,0,90,0,1,102,202
"2773",2022-08-08,14,22,0,258,0,3,318,615
"2774",2022-08-09,13,16,0,222,0,6,286,543
"2775",2022-08-10,17,17,0,200,0,1,287,522
"2776",2022-08-11,13,18,0,191,0,3,261,486
"2777",2022-08-12,25,16,0,178,0,2,222,443
"2778",2022-08-13,5,5,0,75,0,0,87,172
"2779",2022-08-14,6,3,0,96,0,3,117,225
"2780",2022-08-15,15,20,0,215,0,6,297,553
"2781",2022-08-16,12,13,0,258,0,5,282,570
"2782",2022-08-17,16,19,0,237,0,2,254,528
"2783",2022-08-18,11,13,0,224,0,3,253,504
"2784",2022-08-19,20,16,0,202,0,1,239,478
"2785",2022-08-20,4,7,0,91,0,1,84,187
"2786",2022-08-21,3,4,0,79,0,1,104,191
"2787",2022-08-22,16,16,0,285,0,4,307,628
"2788",2022-08-23,18,11,0,246,0,3,262,540
"2789",2022-08-24,19,15,0,236,0,1,246,517
"2790",2022-08-25,19,13,0,212,0,4,235,483
"2791",2022-08-26,21,14,0,190,0,4,242,471
"2792",2022-08-27,0,0,0,0,0,0,0,0
"2793",2022-08-28,0,0,0,0,0,0,0,0
"2794",2022-08-29,0,0,0,0,0,0,0,0
"2795",2022-08-30,0,0,0,0,0,0,0,0
"2796",2022-08-31,0,0,0,0,0,0,0,0
"2797",2022-09-01,0,0,0,0,0,0,0,0
"2798",2022-09-02,0,0,0,0,0,1,0,1
"2799",2022-09-03,0,0,0,0,0,0,0,0
"2800",2022-09-04,0,0,0,0,0,0,0,0
"2801",2022-09-05,0,0,0,0,0,0,0,0
"2802",2022-09-06,0,0,0,0,0,0,0,0
"2803",2022-09-07,0,0,0,0,0,0,0,0
"2804",2022-09-08,0,0,0,0,0,0,0,0
"2805",2022-09-09,0,0,0,0,0,0,0,0
"2806",2022-09-10,0,0,0,0,0,0,0,0
"2807",2022-09-11,0,0,0,0,0,0,0,0
"2808",2022-09-12,14,16,0,719,0,2,120,871
"2809",2022-09-13,12,12,0,717,0,2,81,824
"2810",2022-09-14,8,19,0,705,0,2,111,845
"2811",2022-09-15,8,10,0,655,0,1,81,755
"2812",2022-09-16,10,20,0,784,0,2,87,903
"2813",2022-09-17,0,0,0,0,0,0,0,0
"2814",2022-09-18,0,0,0,0,0,0,0,0
"2815",2022-09-19,17,23,0,1468,0,6,89,1603
"2816",2022-09-20,11,14,0,1535,0,6,76,1642
"2817",2022-09-21,18,22,0,1582,0,5,84,1711
"2818",2022-09-22,4,14,0,1819,0,4,85,1926
"2819",2022-09-23,14,18,0,2064,0,1,78,2175
"2820",2022-09-24,3,10,0,1553,0,0,36,1602
"2821",2022-09-25,8,12,0,1876,0,1,53,1950
"2822",2022-09-26,23,25,0,3950,0,4,129,4131
"2823",2022-09-27,15,20,0,5301,0,2,160,5498
"2824",2022-09-28,18,25,0,4841,0,5,121,5010
"2825",2022-09-29,12,20,0,4239,0,4,120,4395
"2826",2022-09-30,11,19,0,3004,0,6,113,3153
"2827",2022-10-01,12,13,0,1580,0,0,56,1661
"2828",2022-10-02,7,14,0,1682,0,0,53,1756
"2829",2022-10-03,13,37,0,4700,0,1,139,4890
"2830",2022-10-04,8,23,0,4549,0,2,143,4725
"2831",2022-10-05,16,26,0,4111,0,3,155,4311
"2832",2022-10-06,10,27,0,3710,0,4,153,3904
"2833",2022-10-07,12,27,0,2571,0,0,121,2731
"2834",2022-10-08,4,14,0,1473,0,0,56,1547
"2835",2022-10-09,14,19,0,1420,0,3,64,1520
"2836",2022-10-10,13,28,0,4185,0,3,156,4385
"2837",2022-10-11,13,31,0,3950,0,4,155,4153
"2838",2022-10-12,20,23,0,3834,0,4,149,4030
"2839",2022-10-13,10,23,0,3574,0,2,148,3757
"2840",2022-10-14,15,26,0,2399,0,1,106,2547
"2841",2022-10-15,6,15,0,1477,0,0,63,1561
"2842",2022-10-16,8,19,0,1321,0,0,57,1405
"2843",2022-10-17,19,37,0,4047,0,0,157,4260
"2844",2022-10-18,14,28,0,4013,0,1,158,4214
"2845",2022-10-19,10,36,0,3961,0,2,152,4161
"2846",2022-10-20,14,21,0,3649,0,3,168,3855
"2847",2022-10-21,22,28,0,2126,0,2,104,2282
"2848",2022-10-22,5,8,0,605,0,0,56,674
"2849",2022-10-23,7,18,0,1456,0,1,62,1544
"2850",2022-10-24,16,30,0,4008,0,1,146,4201
"2851",2022-10-25,11,25,0,3965,0,3,165,4169
"2852",2022-10-26,18,26,0,3679,0,5,152,3880
"2853",2022-10-27,13,21,0,3104,0,2,141,3281
"2854",2022-10-28,23,27,0,2017,0,6,115,2188
"2855",2022-10-29,7,14,0,1261,0,0,62,1344
"2856",2022-10-30,6,21,0,1232,0,0,61,1320
"2857",2022-10-31,17,33,0,3311,0,1,134,3496
"2858",2022-11-01,12,28,0,3688,0,3,159,3890
"2859",2022-11-02,19,29,0,3790,0,1,152,3991
"2860",2022-11-03,11,27,0,3393,0,3,145,3579
"2861",2022-11-04,18,27,0,2309,0,3,116,2473
"2862",2022-11-05,10,15,0,1414,0,3,65,1507
"2863",2022-11-06,19,17,0,1554,0,0,75,1665
"2864",2022-11-07,15,37,0,4003,0,4,156,4215
"2865",2022-11-08,11,33,0,4145,0,2,168,4359
"2866",2022-11-09,14,27,0,3921,0,3,148,4113
"2867",2022-11-10,7,30,0,3511,0,3,171,3722
"2868",2022-11-11,0,0,0,0,0,0,0,0
"2869",2022-11-12,13,29,0,1007,0,1,76,1126
"2870",2022-11-13,5,23,0,1522,0,0,69,1619
"2871",2022-11-14,12,30,0,3913,0,2,143,4100
"2872",2022-11-15,11,22,0,3850,0,2,172,4057
"2873",2022-11-16,12,34,0,3759,0,3,143,3951
"2874",2022-11-17,5,27,0,3186,0,2,143,3363
"2875",2022-11-18,24,26,0,2151,0,2,123,2326
"2876",2022-11-19,6,14,0,1128,0,3,73,1224
"2877",2022-11-20,16,14,0,1223,0,0,76,1329
"2878",2022-11-21,21,27,0,2962,0,2,144,3156
"2879",2022-11-22,22,23,0,2448,0,4,158,2655
"2880",2022-11-23,18,27,0,1212,0,3,99,1359
"2881",2022-11-24,0,0,0,0,0,0,0,0
"2882",2022-11-25,0,0,0,0,0,0,0,0
"2883",2022-11-26,0,0,0,0,0,0,0,0
"2884",2022-11-27,0,0,0,0,0,0,0,0
"2885",2022-11-28,21,33,0,3410,0,1,164,3629
"2886",2022-11-29,12,32,0,3552,0,3,153,3752
"2887",2022-11-30,22,30,0,3460,0,4,128,3644
"2888",2022-12-01,10,18,0,2918,0,2,135,3083
"2889",2022-12-02,24,27,0,2101,0,3,114,2269
"2890",2022-12-03,11,20,0,1569,0,1,66,1667
"2891",2022-12-04,15,11,0,1456,0,0,63,1545
"2892",2022-12-05,22,26,0,2218,0,2,125,2393
"2893",2022-12-06,13,19,0,2055,0,2,140,2229
"2894",2022-12-07,15,21,0,1826,0,3,117,1982
"2895",2022-12-08,15,25,0,1429,0,3,115,1587
"2896",2022-12-09,18,25,0,910,0,2,101,1056
"2897",2022-12-10,0,0,0,0,0,0,0,0
"2898",2022-12-11,0,0,0,0,0,0,0,0
"2899",2022-12-12,0,0,0,0,0,0,0,0
"2900",2022-12-13,0,0,0,0,0,0,0,0
"2901",2022-12-14,0,0,0,0,0,0,0,0
"2902",2022-12-15,0,0,0,0,0,0,0,0
"2903",2022-12-16,0,0,0,0,0,0,0,0
"2904",2022-12-17,0,0,0,0,0,0,0,0
"2905",2022-12-18,0,0,0,0,0,0,0,0
"2906",2022-12-19,0,0,0,0,0,0,0,0
"2907",2022-12-20,0,0,0,0,0,0,0,0
"2908",2022-12-21,0,0,0,0,0,0,0,0
"2909",2022-12-22,0,0,0,0,0,0,0,0
"2910",2022-12-23,0,0,0,0,0,0,0,0
"2911",2022-12-24,0,0,0,0,0,0,0,0
"2912",2022-12-25,0,0,0,0,0,0,0,0
"2913",2022-12-26,0,0,0,0,0,0,0,0
"2914",2022-12-27,0,0,0,0,0,0,0,0
"2915",2022-12-28,0,0,0,0,0,0,0,0
"2916",2022-12-29,0,0,0,0,0,0,0,0
"2917",2022-12-30,0,0,0,0,0,0,0,0
"2918",2022-12-31,0,0,0,0,0,0,0,0
"2919",2023-01-01,0,0,0,0,0,0,0,0
"2920",2023-01-02,0,0,0,0,0,0,0,0
"2921",2023-01-03,7,17,0,270,0,3,77,374
"2922",2023-01-04,7,25,0,402,0,1,74,509
"2923",2023-01-05,12,21,0,504,0,1,86,624
"2924",2023-01-06,9,23,0,646,0,2,86,766
"2925",2023-01-07,0,0,0,0,0,0,0,0
"2926",2023-01-08,0,0,0,0,0,0,0,0
"2927",2023-01-09,11,39,0,5264,0,3,166,5483
"2928",2023-01-10,14,36,0,5510,0,2,164,5726
"2929",2023-01-11,12,44,0,5125,0,2,166,5349
"2930",2023-01-12,8,22,0,4538,0,1,165,4734
"2931",2023-01-13,21,30,0,3215,0,2,135,3403
"2932",2023-01-14,10,24,0,1902,0,3,82,2021
"2933",2023-01-15,11,18,0,2027,0,0,78,2134
"2934",2023-01-16,0,0,0,0,0,0,0,0
"2935",2023-01-17,13,35,0,5570,0,3,198,5819
"2936",2023-01-18,7,47,0,5277,0,2,172,5505
"2937",2023-01-19,14,32,0,4749,0,4,220,5019
"2938",2023-01-20,18,22,0,3019,0,2,140,3201
"2939",2023-01-21,6,20,0,2006,0,2,89,2123
"2940",2023-01-22,18,12,0,1796,0,2,82,1910
"2941",2023-01-23,11,46,0,5084,0,3,214,5358
"2942",2023-01-24,12,43,0,5190,0,3,203,5451
"2943",2023-01-25,22,47,0,4755,0,5,183,5012
"2944",2023-01-26,9,35,0,4426,0,2,210,4682
"2945",2023-01-27,13,32,0,2978,0,3,140,3166
"2946",2023-01-28,18,24,0,1874,0,0,98,2014
"2947",2023-01-29,18,12,0,2009,0,0,80,2119
"2948",2023-01-30,15,34,0,4818,0,2,188,5057
"2949",2023-01-31,19,37,0,4955,0,2,186,5199
"2950",2023-02-01,14,34,0,4834,0,0,154,5036
"2951",2023-02-02,14,37,0,4395,0,3,179,4628
"2952",2023-02-03,16,33,0,3013,0,5,130,3197
"2953",2023-02-04,17,20,0,2024,0,2,89,2152
"2954",2023-02-05,18,22,0,2216,0,1,81,2338
"2955",2023-02-06,17,37,0,4986,0,4,203,5247
"2956",2023-02-07,20,37,0,4986,0,3,207,5253
"2957",2023-02-08,20,39,0,4840,0,3,198,5100
"2958",2023-02-09,11,24,0,4040,0,3,186,4264
"2959",2023-02-10,16,33,0,2665,0,5,152,2871
"2960",2023-02-11,8,22,0,1889,0,4,71,1994
"2961",2023-02-12,10,17,0,1231,0,0,58,1316
"2962",2023-02-13,19,44,0,4485,0,3,183,4734
"2963",2023-02-14,12,28,0,4265,0,1,159,4465
"2964",2023-02-15,21,50,0,4717,0,6,195,4989
"2965",2023-02-16,10,35,0,4331,0,4,202,4582
"2966",2023-02-17,8,37,0,2603,0,5,147,2800
"2967",2023-02-18,11,25,0,1644,0,2,104,1786
"2968",2023-02-19,12,23,0,1858,0,2,80,1975
"2969",2023-02-20,20,45,0,4381,0,4,172,4622
"2970",2023-02-21,12,37,0,4859,0,6,212,5126
"2971",2023-02-22,21,49,0,4682,0,3,186,4941
"2972",2023-02-23,12,36,0,4175,0,5,175,4403
"2973",2023-02-24,17,36,0,2855,0,7,125,3040
"2974",2023-02-25,12,24,0,1575,0,0,89,1700
"2975",2023-02-26,11,27,0,2045,0,1,90,2174
"2976",2023-02-27,16,49,0,4599,0,3,174,4841
"2977",2023-02-28,26,38,0,4812,0,3,180,5059
"2978",2023-03-01,15,47,0,4628,0,4,189,4883
"2979",2023-03-02,15,27,0,4290,0,3,176,4511
"2980",2023-03-03,10,40,0,2863,0,2,131,3046
"2981",2023-03-04,14,30,0,1732,0,0,94,1870
"2982",2023-03-05,16,29,0,2018,0,2,81,2146
"2983",2023-03-06,13,48,0,4792,0,4,191,5048
"2984",2023-03-07,15,40,0,4713,0,4,192,4964
"2985",2023-03-08,16,54,0,4519,0,4,161,4754
"2986",2023-03-09,14,31,0,4359,0,5,157,4566
"2987",2023-03-10,19,33,0,2818,0,4,138,3012
"2988",2023-03-11,8,28,0,1557,0,2,78,1673
"2989",2023-03-12,16,26,0,1880,0,2,84,2008
"2990",2023-03-13,20,40,0,4220,0,3,179,4462
"2991",2023-03-14,13,34,0,4227,0,4,192,4470
"2992",2023-03-15,15,40,0,4130,0,5,171,4361
"2993",2023-03-16,13,37,0,3712,0,2,149,3913
"2994",2023-03-17,17,30,0,2069,0,6,129,2251
"2995",2023-03-18,9,19,0,1373,0,1,76,1478
"2996",2023-03-19,21,20,0,1425,0,1,76,1543
"2997",2023-03-20,16,39,0,2408,0,4,172,2639
"2998",2023-03-21,12,31,0,2142,0,1,155,2341
"2999",2023-03-22,13,39,0,1745,0,2,149,1948
"3000",2023-03-23,25,36,0,1346,0,2,132,1541
"3001",2023-03-24,13,31,0,880,0,3,123,1050
"3002",2023-03-25,0,0,0,0,0,0,0,0
"3003",2023-03-26,0,0,0,0,0,0,0,0
"3004",2023-03-27,10,15,0,471,0,2,89,587
"3005",2023-03-28,9,18,0,434,0,0,68,529
"3006",2023-03-29,11,15,0,390,0,2,77,495
"3007",2023-03-30,10,17,0,387,0,0,54,468
"3008",2023-03-31,17,21,0,473,0,2,81,594
"3009",2023-04-01,0,0,0,0,0,0,0,0
"3010",2023-04-02,0,0,0,0,0,0,0,0
"3011",2023-04-03,21,39,0,4824,0,6,153,5043
"3012",2023-04-04,21,34,0,5243,0,6,176,5480
"3013",2023-04-05,21,47,0,4867,0,6,184,5125
"3014",2023-04-06,16,31,0,4581,0,1,175,4804
"3015",2023-04-07,17,35,0,3170,0,0,149,3371
"3016",2023-04-08,17,27,0,1748,0,3,98,1893
"3017",2023-04-09,13,26,0,1627,0,2,77,1745
"3018",2023-04-10,17,39,0,4957,0,5,209,5227
"3019",2023-04-11,7,46,0,5212,0,2,231,5498
"3020",2023-04-12,23,47,0,4854,0,5,211,5140
"3021",2023-04-13,13,31,0,4343,0,3,196,4586
"3022",2023-04-14,20,35,0,2630,0,3,134,2822
"3023",2023-04-15,10,29,0,1486,0,1,92,1618
"3024",2023-04-16,17,29,0,1660,0,0,100,1806
"3025",2023-04-17,22,52,0,4538,0,4,219,4835
"3026",2023-04-18,17,45,0,4801,0,3,231,5097
"3027",2023-04-19,27,50,0,4424,0,4,229,4734
"3028",2023-04-20,19,30,0,3684,0,3,200,3936
"3029",2023-04-21,20,42,0,2866,0,3,161,3092
"3030",2023-04-22,10,22,0,1556,0,2,100,1690
"3031",2023-04-23,17,25,0,1633,0,2,105,1782
"3032",2023-04-24,20,47,0,4538,0,8,249,4862
"3033",2023-04-25,15,37,0,4568,0,4,214,4838
"3034",2023-04-26,19,45,0,4008,0,3,191,4266
"3035",2023-04-27,14,38,0,3586,0,3,191,3832
"3036",2023-04-28,11,29,0,1941,0,3,142,2126
"3037",2023-04-29,8,23,0,793,0,1,60,885
"3038",2023-04-30,13,26,0,1516,0,0,66,1621
"3039",2023-05-01,9,39,0,4419,0,4,209,4680
"3040",2023-05-02,16,41,0,4708,0,3,226,4994
"3041",2023-05-03,18,38,0,4348,0,2,211,4617
"3042",2023-05-04,15,48,0,4020,0,6,201,4290
"3043",2023-05-05,20,34,0,2741,0,5,152,2952
"3044",2023-05-06,13,26,0,1651,0,1,97,1788
"3045",2023-05-07,13,32,0,1500,0,1,87,1633
"3046",2023-05-08,17,51,0,4135,0,7,216,4426
"3047",2023-05-09,16,39,0,4687,0,5,227,4974
"3048",2023-05-10,11,51,0,4013,0,7,226,4308
"3049",2023-05-11,19,29,0,3722,0,3,194,3967
"3050",2023-05-12,16,36,0,2111,0,3,154,2320
"3051",2023-05-13,12,20,0,1050,0,1,87,1170
"3052",2023-05-14,13,16,0,1004,0,1,68,1102
"3053",2023-05-15,17,39,0,4132,0,3,217,4408
"3054",2023-05-16,23,44,0,4399,0,6,209,4681
"3055",2023-05-17,24,47,0,3951,0,8,215,4245
"3056",2023-05-18,19,29,0,3709,0,3,161,3921
"3057",2023-05-19,16,32,0,2220,0,3,142,2413
"3058",2023-05-20,13,21,0,1408,0,1,57,1500
"3059",2023-05-21,18,24,0,1415,0,1,71,1529
"3060",2023-05-22,16,40,0,4171,0,3,188,4418
"3061",2023-05-23,17,33,0,4291,0,4,206,4551
"3062",2023-05-24,20,38,0,3913,0,3,202,4176
"3063",2023-05-25,19,25,0,3257,0,4,154,3459
"3064",2023-05-26,17,30,0,1957,0,2,134,2140
"3065",2023-05-27,6,13,0,1175,0,0,80,1274
"3066",2023-05-28,12,17,0,1290,0,2,80,1401
"3067",2023-05-29,0,0,0,0,0,0,0,0
"3068",2023-05-30,21,35,0,4061,0,3,199,4319
"3069",2023-05-31,27,39,0,3895,0,3,198,4162
"3070",2023-06-01,15,25,0,3383,0,4,170,3597
"3071",2023-06-02,17,32,0,2299,0,1,153,2502
"3072",2023-06-03,14,12,0,1350,0,2,89,1467
"3073",2023-06-04,9,21,0,1358,0,1,67,1456
"3074",2023-06-05,23,39,0,3680,0,3,192,3937
"3075",2023-06-06,20,32,0,3608,0,4,173,3837
"3076",2023-06-07,28,43,0,3658,0,7,196,3932
"3077",2023-06-08,12,16,0,2268,0,4,114,2414
"3078",2023-06-09,28,24,0,2091,0,1,137,2281
"3079",2023-06-10,13,16,0,1151,0,3,69,1252
"3080",2023-06-11,14,17,0,1118,0,0,70,1219
"3081",2023-06-12,22,34,0,1892,0,3,167,2118
"3082",2023-06-13,31,27,0,1893,0,3,162,2116
"3083",2023-06-14,23,25,0,1456,0,1,149,1654
"3084",2023-06-15,24,22,0,1081,0,3,128,1258
"3085",2023-06-16,24,28,0,873,0,2,119,1046
"3086",2023-06-17,0,0,0,0,0,0,0,0
"3087",2023-06-18,0,0,0,0,0,0,0,0
"3088",2023-06-19,0,0,0,0,0,0,0,0
"3089",2023-06-20,17,9,0,107,0,3,143,279
"3090",2023-06-21,21,15,0,140,0,9,158,343
"3091",2023-06-22,15,19,0,124,0,9,182,349
"3092",2023-06-23,20,11,0,129,0,5,168,333
"3093",2023-06-24,0,0,0,0,0,0,0,0
"3094",2023-06-25,0,0,0,0,0,0,0,0
"3095",2023-06-26,28,33,0,319,0,15,274,669
"3096",2023-06-27,23,25,0,277,0,17,280,622
"3097",2023-06-28,29,28,0,273,0,19,274,623
"3098",2023-06-29,16,31,0,238,0,12,247,544
"3099",2023-06-30,17,20,0,190,0,9,243,479
"3100",2023-07-01,13,15,0,64,0,6,81,179
"3101",2023-07-02,0,0,0,0,0,0,0,0
"3102",2023-07-03,24,26,0,258,0,15,285,608
"3103",2023-07-04,0,0,0,0,0,0,0,0
"3104",2023-07-05,14,33,0,233,0,14,306,600
"3105",2023-07-06,19,26,0,240,0,14,302,601
"3106",2023-07-07,18,21,0,213,0,12,257,521
"3107",2023-07-08,4,14,0,110,0,8,125,261
"3108",2023-07-09,0,0,0,0,0,0,0,0
"3109",2023-07-10,17,29,0,296,0,23,345,710
"3110",2023-07-11,10,25,0,298,0,21,332,686
"3111",2023-07-12,19,30,0,297,0,18,311,675
"3112",2023-07-13,13,19,0,256,0,14,280,582
"3113",2023-07-14,21,22,0,217,0,13,225,498
"3114",2023-07-15,6,14,0,100,0,5,101,226
"3115",2023-07-16,0,0,0,0,0,0,0,0
"3116",2023-07-17,26,35,0,299,0,17,376,753
"3117",2023-07-18,24,29,0,269,0,15,324,661
"3118",2023-07-19,24,31,0,267,0,20,324,666
"3119",2023-07-20,38,19,0,242,0,16,271,586
"3120",2023-07-21,18,17,0,187,0,8,228,458
"3121",2023-07-22,10,12,0,102,0,8,123,255
"3122",2023-07-23,0,0,0,0,0,0,0,0
"3123",2023-07-24,30,36,0,291,0,25,351,733
"3124",2023-07-25,22,17,0,264,0,16,307,626
"3125",2023-07-26,26,29,0,276,0,15,299,645
"3126",2023-07-27,26,19,0,228,0,15,255,543
"3127",2023-07-28,23,17,0,175,0,12,232,459
"3128",2023-07-29,6,20,0,106,0,6,117,255
"3129",2023-07-30,0,0,0,0,0,0,0,0
"3130",2023-07-31,18,26,0,300,0,24,346,714
"3131",2023-08-01,14,33,0,288,0,14,316,665
"3132",2023-08-02,20,28,0,263,0,21,316,648
"3133",2023-08-03,13,19,0,244,0,15,265,556
"3134",2023-08-04,15,25,0,176,0,12,228,456
"3135",2023-08-05,7,21,0,85,0,3,120,236
"3136",2023-08-06,0,0,0,0,0,0,0,0
"3137",2023-08-07,22,34,0,308,0,11,352,727
"3138",2023-08-08,16,25,0,266,0,13,311,631
"3139",2023-08-09,21,28,0,280,0,10,285,624
"3140",2023-08-10,17,15,0,236,0,7,232,507
"3141",2023-08-11,23,24,0,174,0,3,221,445
"3142",2023-08-12,6,17,0,96,0,5,108,232
"3143",2023-08-13,0,0,0,0,0,0,0,0
"3144",2023-08-14,28,39,0,263,0,9,326,665
"3145",2023-08-15,8,5,0,96,0,3,75,187
"3146",2023-08-16,26,36,0,266,0,18,304,650
"3147",2023-08-17,26,24,0,212,0,4,293,559
"3148",2023-08-18,25,20,0,168,0,10,232,455
"3149",2023-08-19,5,18,0,86,0,2,124,235
"3150",2023-08-20,0,0,0,0,0,0,0,0
"3151",2023-08-21,24,34,0,320,0,12,332,722
"3152",2023-08-22,22,25,0,296,0,8,285,636
"3153",2023-08-23,22,23,0,273,0,17,301,636
"3154",2023-08-24,33,20,0,236,0,3,273,565
"3155",2023-08-25,23,24,0,199,0,9,226,481
"3156",2023-08-26,0,0,0,0,0,0,0,0
"3157",2023-08-27,0,0,0,0,0,0,0,0
"3158",2023-08-28,0,0,0,0,0,0,0,0
"3159",2023-08-29,0,0,0,0,0,0,0,0
"3160",2023-08-30,0,0,0,0,0,0,0,0
"3161",2023-08-31,0,0,0,0,0,0,0,0
"3162",2023-09-01,0,0,0,0,0,0,0,0
"3163",2023-09-02,0,0,0,0,0,0,0,0
